fold,a_s_m2
2021,706907.677091
2021,478872.942545
2021,-127997.814550
2021,448943.383636
2021,322226.435526
2021,1522711.285613
2021,513178.941560
2021,73559.546269
2021,454154.747058
2021,-213574.262677
2021,-56156.121341
2021,-752681.849472
2021,179976.414240
2021,372494.738880
2021,160422.435753
2021,-33745.577670
2021,-81874.718454
2021,-676379.928473
2021,232025.342400
2021,-781262.373681
2021,-1217203.033058
2021,104265.943779
2021,136518.694704
2021,424189.761648
2021,173296.483701
2021,1042192.296465
2021,-389237.750736
2021,560645.398232
2021,-123802.373362
2021,-93103.455832
2021,331620.151210
2021,781154.445278
2021,-253925.447483
2021,159045.965217
2021,444891.570140
2021,556024.694400
2021,-247095.863768
2021,82689.106940
2021,139134.526484
2021,-490238.193715
2021,349289.513243
2021,66890.188800
2021,110984.075049
2021,103010.890752
2021,-266225.274000
2021,256941.937728
2021,203467.073449
2021,935453.523972
2021,-588144.221034
2021,-281213.147250
2021,483185.137846
2021,-57309.562800
2021,135191.021919
2021,-872351.490423
