date,n,complete,kappa_median_m,kappa_q25_m,kappa_q75_m
2022-06-13,96,1,5.864581,5.862940,5.866771
2022-06-14,96,1,5.866204,5.863569,5.867366
2022-06-15,96,1,5.865906,5.863321,5.866825
2022-06-16,30,0,5.863723,5.862168,5.866854
2022-06-20,56,0,5.865898,5.863696,5.867488
2022-06-21,96,1,5.864521,5.863110,5.867001
2022-06-22,96,1,5.865443,5.863817,5.866440
2022-06-23,96,1,5.863987,5.862530,5.866236
2022-06-24,29,0,5.864798,5.859406,5.866761
2022-06-28,79,0,5.864659,5.862771,5.866687
2022-06-29,96,1,5.865411,5.863503,5.867334
2022-06-30,96,1,5.864624,5.862419,5.867250
2022-07-01,96,1,5.865849,5.863375,5.868267
2022-07-02,96,1,5.865114,5.861718,5.867847
2022-07-03,96,1,5.863765,5.861037,5.868582
2022-07-04,96,1,5.864651,5.859534,5.869108
2022-07-05,96,1,5.864892,5.860704,5.868819
2022-07-06,96,1,5.863639,5.860929,5.867670
2022-07-07,96,1,5.864684,5.859806,5.868382
2022-07-08,96,1,5.864691,5.862419,5.868613
2022-07-09,96,1,5.864882,5.861217,5.867375
2022-07-10,96,1,5.865213,5.862378,5.868599
2022-07-11,96,1,5.864723,5.861834,5.868338
2022-07-12,96,1,5.864451,5.862564,5.868019
2022-07-13,96,1,5.864893,5.862425,5.868234
2022-07-14,96,1,5.864920,5.862193,5.867277
2022-07-15,96,1,5.865536,5.862362,5.867708
2022-07-16,96,1,5.864542,5.862285,5.868453
2022-07-17,96,1,5.864947,5.860257,5.869955
2022-07-18,96,1,5.865247,5.861417,5.869575
2022-07-19,96,1,5.864876,5.860787,5.870187
2022-07-20,96,1,5.865354,5.862145,5.868637
2022-07-21,96,1,5.866437,5.862491,5.868931
2022-07-22,96,1,5.866201,5.863445,5.869054
2022-07-23,96,1,5.864782,5.861468,5.868795
2022-07-24,96,1,5.866854,5.858370,5.875390
2022-07-25,96,1,5.866219,5.858974,5.871085
2022-07-26,96,1,5.864832,5.862623,5.867964
2022-07-27,96,1,5.864887,5.862375,5.868872
2022-07-28,96,1,5.865591,5.862755,5.868707
2022-07-29,96,1,5.864678,5.860155,5.868844
2022-07-30,96,1,5.864404,5.859539,5.871159
2022-07-31,96,1,5.864926,5.854181,5.869129
2022-08-01,82,0,5.866687,5.862179,5.871450
2022-08-02,96,1,5.865658,5.860990,5.868295
2022-08-03,96,1,5.863939,5.860996,5.868627
2022-08-04,96,1,5.863694,5.859070,5.870755
2022-08-05,96,1,5.863789,5.860267,5.867872
2022-08-06,96,1,5.865012,5.862379,5.868146
2022-08-07,96,1,5.864666,5.859556,5.869547
2022-08-08,96,1,5.865248,5.862064,5.869384
2022-08-09,96,1,5.864048,5.861371,5.867892
2022-08-10,96,1,5.864533,5.863163,5.868553
2022-08-11,96,1,5.865303,5.861449,5.868079
2022-08-12,96,1,5.864410,5.861296,5.868848
2022-08-13,96,1,5.864944,5.861756,5.868047
2022-08-14,96,1,5.863787,5.860534,5.868133
2022-08-15,96,1,5.865585,5.860698,5.869749
2022-08-16,96,1,5.864927,5.862096,5.867900
2022-08-17,96,1,5.864119,5.860420,5.869049
2022-08-18,96,1,5.865283,5.862419,5.869210
2022-08-19,96,1,5.865290,5.862375,5.867454
2022-08-20,96,1,5.864457,5.861779,5.867614
2022-08-21,96,1,5.866146,5.856635,5.871600
2022-08-22,96,1,5.865374,5.861224,5.869866
2022-08-23,96,1,5.865374,5.862186,5.868671
2022-08-24,96,1,5.864225,5.861200,5.867274
2022-08-25,96,1,5.865469,5.861995,5.869857
2022-08-26,96,1,5.864527,5.862374,5.868768
2022-08-27,96,1,5.866350,5.863011,5.868975
2022-08-28,96,1,5.865074,5.861706,5.869541
2022-08-29,96,1,5.865696,5.861933,5.869212
2022-08-30,96,1,5.865488,5.860962,5.867743
2022-08-31,96,1,5.864593,5.861540,5.867449
2022-09-01,96,1,5.864804,5.861502,5.867438
2022-09-02,96,1,5.865509,5.862808,5.867619
2022-09-03,96,1,5.866305,5.862097,5.868270
2022-09-04,96,1,5.865052,5.861829,5.868185
2022-09-05,96,1,5.864768,5.861576,5.868890
2022-09-06,96,1,5.865260,5.863300,5.867298
2022-09-07,96,1,5.865135,5.863227,5.866849
2022-09-08,96,1,5.866028,5.863676,5.867757
2022-09-09,96,1,5.865642,5.863888,5.867885
2022-09-10,96,1,5.865191,5.861895,5.868183
2022-09-11,96,1,5.865051,5.861794,5.869001
2022-09-12,96,1,5.864830,5.861440,5.868349
2022-09-13,96,1,5.864848,5.863029,5.867013
2022-09-14,96,1,5.865234,5.863831,5.867135
2022-09-15,96,1,5.865793,5.864150,5.867571
2022-09-16,96,1,5.865369,5.863951,5.867090
2022-09-17,96,1,5.865937,5.864059,5.866940
2022-09-18,96,1,5.865118,5.862988,5.866757
2022-09-19,96,1,5.865980,5.862696,5.868052
2022-09-20,96,1,5.865551,5.862861,5.867911
2022-09-21,96,1,5.865389,5.862940,5.867827
2022-09-22,96,1,5.866771,5.863699,5.868283
2022-09-23,96,1,5.865762,5.863775,5.867405
2022-09-24,96,1,5.864473,5.862655,5.865745
2022-09-25,96,1,5.864871,5.863784,5.866819
2022-09-26,96,1,5.864688,5.861835,5.867408
2022-09-27,96,1,5.864501,5.863754,5.866583
2022-09-28,96,1,5.867094,5.866750,5.867521
2022-09-29,96,1,5.864727,5.863462,5.867672
2022-09-30,96,1,5.865113,5.862838,5.866884
2022-10-01,96,1,5.865027,5.863582,5.866749
2022-10-02,96,1,5.865285,5.863416,5.867626
2022-10-03,96,1,5.865098,5.862925,5.867041
2022-10-04,96,1,5.866476,5.864661,5.867099
2022-10-05,96,1,5.866548,5.864628,5.868063
2022-10-06,96,1,5.865267,5.863363,5.867104
2022-10-07,96,1,5.864810,5.862966,5.867158
2022-10-08,96,1,5.865112,5.862683,5.867919
2022-10-09,96,1,5.866327,5.863969,5.868647
2022-10-10,96,1,5.865298,5.862319,5.867610
2022-10-11,96,1,5.864651,5.862292,5.867173
2022-10-12,96,1,5.865470,5.863308,5.867103
2022-10-13,96,1,5.865518,5.862923,5.867473
2022-10-14,96,1,5.864866,5.862742,5.866646
2022-10-15,96,1,5.865303,5.862686,5.868487
2022-10-16,96,1,5.865769,5.862858,5.868079
2022-10-17,96,1,5.865581,5.860225,5.870897
2022-10-18,96,1,5.863590,5.861320,5.867940
2022-10-19,96,1,5.866015,5.862301,5.868252
2022-10-20,96,1,5.865448,5.863305,5.867681
2022-10-21,96,1,5.865319,5.862162,5.868453
2022-10-22,96,1,5.865695,5.862331,5.868628
2022-10-23,96,1,5.865687,5.861699,5.868959
2022-10-24,96,1,5.866200,5.861609,5.868902
2022-10-25,96,1,5.865663,5.862519,5.868047
2022-10-26,96,1,5.864006,5.861796,5.869120
2022-10-27,96,1,5.864219,5.861596,5.868196
2022-10-28,96,1,5.864160,5.862540,5.866579
2022-10-29,96,1,5.864281,5.859751,5.868392
2022-10-30,96,1,5.863911,5.858192,5.870239
2022-10-31,96,1,5.864579,5.861238,5.869079
2022-11-01,96,1,5.864355,5.861417,5.868243
2022-11-02,96,1,5.865343,5.863079,5.868197
2022-11-03,96,1,5.865875,5.863516,5.867963
2022-11-04,96,1,5.864832,5.862452,5.867211
2022-11-05,96,1,5.864501,5.860395,5.866850
2022-11-06,96,1,5.863182,5.857042,5.869099
2022-11-07,96,1,5.865532,5.861577,5.868501
2022-11-08,96,1,5.864978,5.862740,5.867284
2022-11-09,96,1,5.865049,5.861191,5.868020
2022-11-10,96,1,5.865370,5.862077,5.868441
2022-11-11,96,1,5.864585,5.862612,5.867123
2022-11-12,96,1,5.864004,5.861201,5.868275
2022-11-13,96,1,5.864122,5.858234,5.869136
2022-11-14,96,1,5.864071,5.858921,5.869546
2022-11-15,96,1,5.865120,5.861806,5.868947
2022-11-16,96,1,5.866721,5.861087,5.871921
2022-11-17,96,1,5.865241,5.861466,5.868624
2022-11-18,96,1,5.866971,5.860423,5.871645
2022-11-19,96,1,5.865296,5.861202,5.867171
2022-11-20,96,1,5.865794,5.858370,5.873932
2022-11-21,96,1,5.864702,5.862088,5.867810
2022-11-22,96,1,5.864634,5.862112,5.868398
2022-11-23,96,1,5.864481,5.859712,5.869495
2022-11-24,79,0,5.864838,5.859152,5.870955
2022-11-25,37,0,5.863360,5.858891,5.867943
2022-11-26,96,1,5.865375,5.860558,5.868332
2022-11-27,96,1,5.864664,5.855386,5.874464
2022-11-28,96,1,5.865567,5.857163,5.870179
2022-11-29,96,1,5.865661,5.860048,5.870697
2022-11-30,52,0,5.865091,5.862008,5.867994
2022-12-01,80,0,5.864604,5.860008,5.868377
2022-12-02,96,1,5.863853,5.860107,5.868882
2022-12-03,96,1,5.863795,5.859560,5.869117
2022-12-04,61,0,5.868947,5.860021,5.873554
2022-12-05,47,0,5.865972,5.857225,5.870513
2022-12-06,59,0,5.869712,5.857603,5.881043
2022-12-08,80,0,5.865057,5.860793,5.869007
2022-12-09,96,1,5.863658,5.858310,5.868124
2022-12-10,96,1,5.866069,5.862382,5.867155
2022-12-11,96,1,5.864758,5.863035,5.867196
2022-12-12,96,1,5.865168,5.864587,5.866174
2022-12-13,96,1,5.865776,5.862142,5.867799
2022-12-14,96,1,5.865347,5.862931,5.868133
2022-12-15,96,1,5.865462,5.860921,5.869591
2022-12-16,96,1,5.864725,5.860758,5.868645
2022-12-17,96,1,5.865140,5.860190,5.870103
2022-12-18,96,1,5.865079,5.859620,5.868656
2022-12-19,96,1,5.865629,5.861550,5.870333
2022-12-20,96,1,5.864842,5.860592,5.870107
2022-12-21,96,1,5.864135,5.861652,5.867446
2022-12-22,96,1,5.864752,5.861370,5.867785
2022-12-23,96,1,5.865220,5.862523,5.868006
2022-12-24,96,1,5.865141,5.862500,5.867498
2022-12-25,96,1,5.865159,5.864281,5.867608
2022-12-26,96,1,5.865512,5.863963,5.867781
2022-12-27,96,1,5.865254,5.861263,5.868836
2022-12-28,96,1,5.865586,5.862148,5.868699
2022-12-29,96,1,5.864810,5.861737,5.869390
2022-12-30,96,1,5.865247,5.859735,5.868890
2022-12-31,95,0,5.865000,5.855997,5.872164
2023-01-02,50,0,5.866643,5.856699,5.877197
2023-01-03,37,0,5.863264,5.857336,5.869931
2023-01-04,96,1,5.864187,5.853415,5.875578
2023-01-05,96,1,5.865404,5.853402,5.872053
2023-01-06,96,1,5.862657,5.855405,5.871873
2023-01-07,96,1,5.863822,5.857244,5.869625
2023-01-08,96,1,5.863847,5.859838,5.868320
2023-01-09,96,1,5.865910,5.860232,5.870186
2023-01-10,96,1,5.865477,5.861212,5.869156
2023-01-11,96,1,5.878129,5.866178,5.882495
2023-01-12,96,1,5.853953,5.845025,5.862437
2023-01-13,96,1,5.882157,5.871456,5.889305
2023-01-14,96,1,5.857265,5.851184,5.860462
2023-01-15,96,1,5.949598,5.908770,5.989021
2023-01-16,96,1,5.797731,5.759537,5.859068
2023-01-17,96,1,5.893666,5.883384,5.924995
2023-01-18,96,1,5.845729,5.840455,5.854686
2023-01-19,96,1,5.891048,5.881669,5.902179
2023-01-20,96,1,5.839874,5.750880,5.858223
2023-01-21,96,1,5.878335,5.866316,5.895070
2023-01-22,96,1,5.817423,5.800985,5.852500
2023-01-23,96,1,5.876709,5.867360,5.885328
2023-01-24,96,1,5.856725,5.845920,5.864619
2023-01-25,96,1,5.870532,5.864921,5.874070
2023-01-26,96,1,5.857350,5.847885,5.885616
2023-01-27,96,1,5.866492,5.863811,5.869585
2023-01-28,96,1,5.857782,5.850811,5.882523
2023-01-29,96,1,5.872799,5.859212,5.953510
2023-01-30,96,1,5.857205,5.848803,6.104368
2023-01-31,96,1,5.863430,5.854936,5.888127
2023-02-01,96,1,5.912148,5.798203,5.936511
2023-02-02,96,1,5.857611,5.838018,5.872012
2023-02-03,96,1,5.884589,5.827172,5.910721
2023-02-04,96,1,5.857381,5.842898,5.871476
2023-02-05,96,1,5.888632,5.828500,5.905873
2023-02-06,96,1,5.855743,5.841608,5.866001
2023-02-07,96,1,5.878794,5.865976,5.884358
2023-02-08,77,0,5.850697,5.845995,5.861321
2023-02-09,1,0,5.686576,5.686576,5.686576
2023-02-12,1,0,7.588563,7.588563,7.588563
2023-02-13,1,0,7.834810,7.834810,7.834810
2023-02-14,1,0,6.749734,6.749734,6.749734
2023-02-19,2,0,6.043914,6.038399,6.049429
2023-02-20,2,0,6.917547,6.909082,6.926011
2023-02-21,8,0,5.657636,5.614518,5.668784
2023-02-22,33,0,5.559909,5.532299,5.617562
2023-02-23,26,0,5.583335,5.569867,5.599581
2023-02-24,25,0,5.573532,5.545986,5.589152
2023-02-25,33,0,5.531608,5.493519,5.570886
2023-02-26,21,0,5.513976,5.501823,5.908959
2023-02-27,27,0,5.896327,5.696305,5.959289
2023-02-28,35,0,5.579551,5.531670,5.613320
2023-03-01,33,0,5.577388,5.544090,5.600556
2023-03-02,33,0,5.728544,5.652268,5.782812
2023-03-03,28,0,6.038966,5.986360,6.084858
2023-03-04,29,0,5.873221,5.841579,5.903758
2023-03-05,35,0,5.891694,5.845683,7.161268
2023-03-06,30,0,7.089156,5.892097,7.144592
2023-03-07,54,0,5.866142,5.859816,5.868680
2023-03-08,96,1,5.864593,5.860391,5.867946
2023-03-09,96,1,5.864305,5.861079,5.867390
2023-03-10,96,1,5.865529,5.862779,5.867897
2023-03-11,96,1,5.865202,5.862356,5.867539
2023-03-12,96,1,5.864676,5.862402,5.866524
2023-03-13,96,1,5.864903,5.861850,5.868438
2023-03-14,96,1,5.865993,5.863151,5.867977
2023-03-15,96,1,5.865519,5.862782,5.867508
2023-03-16,96,1,5.865794,5.862666,5.868282
2023-03-17,96,1,5.865467,5.862864,5.869134
2023-03-18,96,1,5.865051,5.862850,5.867979
2023-03-19,96,1,5.865172,5.863431,5.867695
2023-03-20,96,1,5.865762,5.861646,5.868990
2023-03-21,96,1,5.864317,5.862201,5.866316
2023-03-22,96,1,5.864650,5.863090,5.867413
2023-03-23,96,1,5.865177,5.863287,5.868263
2023-03-24,96,1,5.866690,5.864070,5.867988
2023-03-25,96,1,5.865076,5.862350,5.868440
2023-03-26,96,1,5.865817,5.860908,5.868487
2023-03-27,96,1,5.866119,5.861073,5.870020
2023-03-28,96,1,5.864934,5.862134,5.867109
2023-03-29,96,1,5.864709,5.863030,5.867362
2023-03-30,96,1,5.865607,5.861913,5.868515
2023-03-31,96,1,5.865333,5.862218,5.868060
2023-04-01,96,1,5.865596,5.863612,5.867515
2023-04-02,96,1,5.866585,5.860636,5.869238
2023-04-03,96,1,5.865015,5.862423,5.867423
2023-04-04,96,1,5.864614,5.862473,5.867131
2023-04-05,96,1,5.864979,5.862754,5.866957
2023-04-06,96,1,5.865295,5.863173,5.867419
2023-04-07,96,1,5.864878,5.862921,5.867697
2023-04-08,96,1,5.865104,5.863156,5.868236
2023-04-09,96,1,5.865388,5.861543,5.869842
2023-04-10,96,1,5.865716,5.862339,5.868496
2023-04-11,96,1,5.865452,5.863018,5.866890
2023-04-12,96,1,5.863946,5.862092,5.866199
2023-04-13,96,1,5.864908,5.863696,5.867676
2023-04-14,96,1,5.865120,5.862936,5.867402
2023-04-15,96,1,5.865072,5.863474,5.867951
2023-04-16,96,1,5.864327,5.861806,5.868047
2023-04-17,96,1,5.865763,5.862680,5.868202
2023-04-18,96,1,5.864821,5.862883,5.867371
2023-04-19,96,1,5.866271,5.863633,5.867189
2023-04-20,96,1,5.863815,5.862246,5.866639
2023-04-21,96,1,5.864727,5.862636,5.866638
2023-04-22,96,1,5.865454,5.858704,5.879078
2023-04-23,96,1,5.864979,5.862978,5.866813
2023-04-24,96,1,5.865731,5.863995,5.869251
2023-04-25,96,1,5.866276,5.863861,5.867712
2023-04-26,96,1,5.865853,5.864152,5.867077
2023-04-27,96,1,5.865260,5.863338,5.867449
2023-04-28,96,1,5.865002,5.863161,5.866854
2023-04-29,96,1,5.865690,5.863642,5.867273
2023-04-30,96,1,5.864945,5.862624,5.866840
2023-05-01,95,0,5.865057,5.862573,5.867892
2023-05-02,96,1,5.864012,5.860708,5.865532
2023-05-03,96,1,5.865559,5.862216,5.867879
2023-05-04,96,1,5.864876,5.862804,5.867068
2023-05-05,96,1,5.865721,5.863895,5.867078
2023-05-06,96,1,5.864619,5.863186,5.866580
2023-05-07,96,1,5.864615,5.861615,5.867159
2023-05-08,96,1,5.865855,5.863484,5.868146
2023-05-09,96,1,5.864275,5.862009,5.867264
2023-05-10,96,1,5.864363,5.862591,5.866449
2023-05-11,96,1,5.864595,5.863147,5.867168
2023-05-12,71,0,5.865076,5.863609,5.867655
2023-05-24,26,0,5.865870,5.862891,5.866357
2023-05-25,96,1,5.864322,5.863049,5.867017
2023-05-26,96,1,5.865018,5.862936,5.866600
2023-05-27,96,1,5.864956,5.862853,5.866912
2023-05-28,96,1,5.864936,5.862384,5.868097
2023-05-29,96,1,5.865993,5.863306,5.867326
2023-05-30,96,1,5.865363,5.863737,5.866902
2023-05-31,96,1,5.865489,5.863823,5.867521
2023-06-01,96,1,5.864011,5.862798,5.866112
2023-06-02,96,1,5.864387,5.863353,5.866917
2023-06-03,96,1,5.865892,5.863499,5.867294
2023-06-04,96,1,5.863167,5.860313,5.867187
2023-06-05,96,1,5.864730,5.861527,5.867497
2023-06-06,96,1,5.865273,5.863502,5.867186
2023-06-07,96,1,5.864426,5.862843,5.867268
2023-06-08,96,1,5.865759,5.861903,5.868829
2023-06-09,96,1,5.864289,5.862418,5.868337
2023-06-10,96,1,5.866217,5.863667,5.867354
2023-06-11,96,1,5.864665,5.862637,5.867275
2023-06-12,96,1,5.863910,5.862531,5.867099
2023-06-13,96,1,5.863467,5.862934,5.866042
2023-06-14,96,1,5.865431,5.863406,5.867257
2023-06-15,96,1,5.864994,5.863126,5.866898
2023-06-16,96,1,5.865415,5.862694,5.867091
2023-06-17,96,1,5.864229,5.862168,5.866413
2023-06-18,96,1,5.865687,5.861540,5.867844
2023-06-19,96,1,5.864976,5.862162,5.868725
2023-06-20,96,1,5.864453,5.862574,5.866910
2023-06-21,96,1,5.864530,5.862190,5.867641
2023-06-22,96,1,5.865217,5.862764,5.867641
2023-06-23,96,1,5.864936,5.862044,5.868138
2023-06-24,96,1,5.865690,5.863224,5.868108
2023-06-25,96,1,5.864853,5.862799,5.867554
2023-06-26,96,1,5.865849,5.863191,5.868293
2023-06-27,96,1,5.864769,5.862782,5.866241
2023-06-28,96,1,5.864202,5.863006,5.866156
2023-06-29,96,1,5.864972,5.862154,5.867558
2023-06-30,96,1,5.866106,5.863819,5.868040
2023-07-01,96,1,5.864622,5.862609,5.867298
2023-07-02,96,1,5.867349,5.861774,5.870214
2023-07-03,96,1,5.865049,5.861499,5.869067
2023-07-04,96,1,5.864960,5.862617,5.867122
2023-07-05,96,1,5.866395,5.862813,5.868086
2023-07-06,96,1,5.864776,5.862373,5.867773
2023-07-07,96,1,5.865091,5.863296,5.867283
2023-07-08,96,1,5.866101,5.862182,5.868491
2023-07-09,96,1,5.864791,5.860516,5.868106
2023-07-10,96,1,5.866068,5.862337,5.868630
2023-07-11,96,1,5.864201,5.861416,5.866921
2023-07-12,96,1,5.864501,5.862328,5.868145
2023-07-13,96,1,5.864520,5.863118,5.869156
2023-07-14,96,1,5.865303,5.861406,5.867394
2023-07-15,96,1,5.865375,5.862172,5.868596
2023-07-16,96,1,5.864663,5.861357,5.867638
2023-07-17,96,1,5.866287,5.860879,5.870195
2023-07-18,96,1,5.865556,5.862538,5.868645
2023-07-19,96,1,5.865984,5.861423,5.869350
2023-07-20,96,1,5.865010,5.861118,5.870554
2023-07-21,96,1,5.867876,5.862477,5.869515
2023-07-22,96,1,5.867878,5.865195,5.869314
2023-07-23,96,1,5.864348,5.862222,5.867881
2023-07-24,96,1,5.866058,5.862749,5.868092
2023-07-25,96,1,5.865476,5.863039,5.867127
2023-07-26,96,1,5.864820,5.862940,5.867212
2023-07-27,96,1,5.863599,5.861149,5.868466
2023-07-28,96,1,5.865701,5.863830,5.868040
2023-07-29,96,1,5.865797,5.863163,5.868661
2023-07-30,96,1,5.865112,5.862586,5.867838
2023-07-31,96,1,5.864902,5.862247,5.868849
2023-08-01,96,1,5.865222,5.861567,5.869545
2023-08-02,96,1,5.865204,5.862865,5.868167
2023-08-03,96,1,5.865300,5.863006,5.867791
2023-08-04,96,1,5.866076,5.862614,5.868989
2023-08-05,96,1,5.865261,5.863279,5.867478
2023-08-06,96,1,5.864760,5.862216,5.867956
2023-08-07,96,1,5.862975,5.862074,5.865901
2023-08-08,96,1,5.866667,5.864160,5.868350
2023-08-09,96,1,5.865817,5.863200,5.867374
2023-08-10,96,1,5.864949,5.862511,5.867133
2023-08-11,96,1,5.866821,5.863772,5.868261
2023-08-12,96,1,5.865284,5.863731,5.867344
2023-08-13,96,1,5.865797,5.861606,5.869949
2023-08-14,96,1,5.864332,5.861606,5.868193
2023-08-15,96,1,5.866333,5.862444,5.867957
2023-08-16,96,1,5.865588,5.862058,5.868288
2023-08-17,96,1,5.865060,5.862001,5.869323
2023-08-18,96,1,5.863675,5.861465,5.866224
2023-08-19,66,0,5.863691,5.861370,5.869080
2023-08-20,37,0,5.866878,5.861467,5.869854
2023-08-21,96,1,5.866183,5.858669,5.869941
2023-08-22,96,1,5.863855,5.860980,5.869354
2023-08-23,96,1,5.865721,5.861696,5.868267
2023-08-24,96,1,5.865362,5.863281,5.867577
2023-08-25,96,1,5.865154,5.862495,5.867668
2023-08-26,96,1,5.864325,5.862094,5.867618
2023-08-27,96,1,5.865672,5.860248,5.869829
2023-08-28,96,1,5.863817,5.859577,5.868067
2023-08-29,96,1,5.865811,5.863346,5.867590
2023-08-30,96,1,5.864859,5.862045,5.868263
2023-08-31,96,1,5.865323,5.862601,5.867839
2023-09-01,96,1,5.865923,5.863436,5.868849
2023-09-02,96,1,5.864342,5.861353,5.867461
2023-09-03,96,1,5.864382,5.860117,5.870129
2023-09-04,96,1,5.865411,5.860958,5.869776
2023-09-05,96,1,5.864920,5.860411,5.871188
2023-09-06,96,1,5.864242,5.861256,5.869345
2023-09-07,96,1,5.865073,5.861316,5.869339
2023-09-08,96,1,5.864715,5.862179,5.869309
2023-09-09,96,1,5.865370,5.863092,5.867419
2023-09-10,96,1,5.865220,5.862184,5.867681
2023-09-11,96,1,5.865233,5.861889,5.868682
2023-09-12,96,1,5.864616,5.862125,5.867406
2023-09-13,96,1,5.864833,5.863134,5.866746
2023-09-14,96,1,5.865624,5.863605,5.867191
2023-09-15,96,1,5.865038,5.863690,5.866785
2023-09-16,96,1,5.865831,5.862582,5.868410
2023-09-17,96,1,5.865135,5.862901,5.867349
2023-09-18,96,1,5.864966,5.862979,5.867229
2023-09-19,96,1,5.864759,5.863438,5.866720
2023-09-20,96,1,5.864816,5.863581,5.865515
2023-09-21,96,1,5.865776,5.863729,5.867202
2023-09-22,96,1,5.864816,5.863125,5.866639
2023-09-23,96,1,5.865283,5.863943,5.866146
2023-09-24,96,1,5.865188,5.863474,5.867077
2023-09-25,96,1,5.864922,5.862693,5.867562
2023-09-26,96,1,5.863924,5.862933,5.866376
2023-09-27,96,1,5.865314,5.863347,5.867205
2023-09-28,96,1,5.865455,5.864257,5.868156
2023-09-29,96,1,5.865455,5.863231,5.866728
2023-09-30,96,1,5.864721,5.863864,5.866354
2023-10-01,96,1,5.865222,5.861722,5.868313
2023-10-02,96,1,5.865429,5.861611,5.868118
2023-10-03,96,1,5.865183,5.863318,5.866611
2023-10-04,96,1,5.864625,5.863338,5.866606
2023-10-05,96,1,5.865896,5.864427,5.866527
2023-10-06,96,1,5.865425,5.862707,5.866932
2023-10-07,96,1,5.865747,5.863651,5.866936
2023-10-08,96,1,5.865050,5.863049,5.868415
2023-10-09,96,1,5.864937,5.861573,5.868350
2023-10-10,96,1,5.864757,5.862637,5.867490
2023-10-11,96,1,5.864873,5.862209,5.867018
2023-10-12,96,1,5.864948,5.863391,5.866935
2023-10-13,96,1,5.864857,5.862859,5.867204
2023-10-14,96,1,5.865002,5.862610,5.866988
2023-10-15,96,1,5.863415,5.860644,5.868237
2023-10-16,96,1,5.864251,5.862011,5.867039
2023-10-17,96,1,5.865304,5.862269,5.867678
2023-10-18,96,1,5.865188,5.862715,5.868676
2023-10-19,96,1,5.864399,5.862167,5.866865
2023-10-20,96,1,5.864670,5.862975,5.867332
2023-10-21,96,1,5.864587,5.861781,5.868594
2023-10-22,96,1,5.865092,5.862926,5.868929
2023-10-23,96,1,5.866606,5.862209,5.868889
2023-10-24,96,1,5.865759,5.862262,5.868143
2023-10-25,96,1,5.865693,5.863351,5.868291
2023-10-26,96,1,5.865511,5.863407,5.867926
2023-10-27,96,1,5.866004,5.863222,5.868382
2023-10-28,96,1,5.865310,5.862338,5.867965
2023-10-29,96,1,5.864854,5.863035,5.870697
2023-10-30,96,1,5.866017,5.861176,5.869700
2023-10-31,96,1,5.865359,5.863102,5.867892
2023-11-01,96,1,5.864355,5.860297,5.868279
2023-11-02,96,1,5.865933,5.863360,5.868012
2023-11-03,96,1,5.864391,5.862066,5.868721
2023-11-04,96,1,5.865110,5.862828,5.868142
2023-11-05,96,1,5.867712,5.860498,5.872375
2023-11-06,96,1,5.865863,5.861707,5.869018
2023-11-07,96,1,5.865000,5.861272,5.868812
2023-11-08,96,1,5.865588,5.862749,5.870142
2023-11-09,96,1,5.865367,5.861954,5.868598
2023-11-10,96,1,5.865258,5.861463,5.867404
2023-11-11,96,1,5.865129,5.862406,5.867863
2023-11-12,96,1,5.867488,5.861865,5.869331
2023-11-13,96,1,5.864431,5.862350,5.867669
2023-11-14,96,1,5.864688,5.862278,5.867696
2023-11-15,96,1,5.865668,5.862444,5.868203
2023-11-16,96,1,5.864793,5.861983,5.868407
2023-11-17,96,1,5.864071,5.862051,5.867089
2023-11-18,96,1,5.865155,5.860868,5.869573
2023-11-19,96,1,5.866066,5.861809,5.872355
2023-11-20,96,1,5.865728,5.862474,5.868671
2023-11-21,96,1,5.865529,5.861899,5.869919
2023-11-22,96,1,5.864291,5.860587,5.868112
2023-11-23,78,0,5.864861,5.861510,5.870805
2023-11-24,38,0,5.867437,5.859809,5.870285
2023-11-25,96,1,5.864441,5.859144,5.868812
2023-11-26,96,1,5.865640,5.860069,5.872884
2023-11-27,96,1,5.864040,5.862193,5.867793
2023-11-28,96,1,5.866057,5.862715,5.868452
2023-11-29,96,1,5.866104,5.863533,5.869825
2023-11-30,96,1,5.865303,5.860327,5.870421
2023-12-01,96,1,5.863860,5.859864,5.868498
2023-12-02,96,1,5.865319,5.860541,5.868948
2023-12-03,96,1,5.865032,5.863312,5.866541
2023-12-04,96,1,5.865360,5.861198,5.871411
2023-12-05,96,1,5.865832,5.864005,5.867335
2023-12-06,96,1,5.868013,5.860572,5.870629
2023-12-07,96,1,5.863893,5.857359,5.869291
2023-12-08,96,1,5.865918,5.861754,5.870219
2023-12-09,96,1,5.864331,5.859749,5.869342
2023-12-10,96,1,5.865835,5.862012,5.868102
2023-12-11,96,1,5.865832,5.862905,5.867387
2023-12-12,96,1,5.863643,5.860165,5.869416
2023-12-13,96,1,5.866714,5.861742,5.869260
2023-12-14,96,1,5.866472,5.861971,5.869790
2023-12-15,96,1,5.864003,5.859808,5.867908
2023-12-16,96,1,5.864701,5.858432,5.870947
2023-12-17,96,1,5.864509,5.853167,5.873967
2023-12-18,96,1,5.866724,5.860752,5.869918
2023-12-19,96,1,5.865290,5.862868,5.870305
2023-12-20,96,1,5.865479,5.863127,5.868971
2023-12-21,96,1,5.864441,5.856221,5.872817
2023-12-22,85,0,5.864441,5.859012,5.872775
2023-12-28,42,0,5.862025,5.854976,5.868282
2023-12-29,93,0,5.867337,5.863250,5.874365
2023-12-30,42,0,5.864035,5.859609,5.868275
2023-12-31,44,0,5.863814,5.862480,5.866483
